# zl, zs1, zs2, rein1, rein2, beta, betaerr, SN1, SN2, mag1, mag2, sigma_v_km_s
# Warning: oversampling is by a factor of 1
2.690000000000000169e-01 8.569999999999999840e-01 1.002000000000000002e+00 1.566000000000000059e+00 1.667000000000000037e+00 9.395000000000000018e-01 1.250000000000000069e-02 4.088700000000000045e+01 2.914600000000000080e+01 4.089000000000000412e+00 4.160000000000000142e+00 2.932164777525534305e+02
4.349999999999999978e-01 1.026999999999999913e+00 1.225000000000000089e+00 6.850000000000000533e-01 7.640000000000000124e-01 8.962999999999999856e-01 1.969999999999999876e-02 3.958299999999999841e+01 2.168299999999999983e+01 6.669999999999999929e+00 5.081000000000000405e+00 2.174884213730450426e+02
4.510000000000000120e-01 8.569999999999999840e-01 2.650999999999999801e+00 1.088000000000000078e+00 1.874000000000000110e+00 5.802000000000000490e-01 8.500000000000000611e-03 3.294299999999999784e+01 4.222200000000000131e+01 4.264999999999999680e+00 8.217000000000000526e+00 3.026929518639225876e+02
4.699999999999999734e-01 7.279999999999999805e-01 1.677000000000000046e+00 6.490000000000000213e-01 1.300999999999999934e+00 4.990999999999999881e-01 9.900000000000000813e-03 5.514500000000000313e+01 5.465500000000000114e+01 7.644000000000000128e+00 3.190999999999999837e+00 2.707550272285911888e+02
5.220000000000000195e-01 1.334999999999999964e+00 1.348000000000000087e+00 8.349999999999999645e-01 8.399999999999999689e-01 9.938000000000000167e-01 1.949999999999999997e-02 2.373199999999999932e+01 4.254699999999999704e+01 4.605999999999999872e+00 5.453999999999999737e+00 2.374225117805533500e+02
2.740000000000000213e-01 9.479999999999999538e-01 1.657999999999999918e+00 9.280000000000000471e-01 1.084000000000000075e+00 8.562999999999999501e-01 1.490000000000000005e-02 5.404699999999999704e+01 2.228099999999999881e+01 3.390000000000000124e+00 3.806999999999999940e+00 2.220297317657371536e+02
2.399999999999999911e-01 1.127000000000000002e+00 1.243999999999999995e+00 1.516999999999999904e+00 1.554000000000000048e+00 9.760999999999999677e-01 1.329999999999999932e-02 6.001899999999999835e+01 2.575300000000000011e+01 8.820000000000000284e+00 7.213000000000000078e+00 2.685761599222021800e+02
1.170000000000000068e-01 5.290000000000000258e-01 7.900000000000000355e-01 1.802999999999999936e+00 1.967999999999999972e+00 9.159000000000000474e-01 1.149999999999999981e-02 3.652300000000000324e+01 1.049249999999999972e+02 1.010100000000000087e+01 5.166000000000000369e+00 2.880794106831367003e+02
3.250000000000000111e-01 1.608000000000000096e+00 1.967999999999999972e+00 1.463000000000000078e+00 1.526999999999999913e+00 9.577999999999999847e-01 1.319999999999999993e-02 7.637099999999999511e+01 2.511199999999999832e+01 3.744000000000000217e+00 6.804000000000000270e+00 2.661351906233356317e+02
4.349999999999999978e-01 7.109999999999999654e-01 8.209999999999999520e-01 7.409999999999999920e-01 8.950000000000000178e-01 8.279999999999999583e-01 1.669999999999999957e-02 5.183500000000000085e+01 3.002299999999999969e+01 7.368999999999999773e+00 4.440999999999999837e+00 2.748827403835683185e+02
6.630000000000000338e-01 1.860999999999999988e+00 2.104999999999999982e+00 6.440000000000000169e-01 6.840000000000000524e-01 9.415999999999999925e-01 2.220000000000000098e-02 3.006599999999999895e+01 2.086199999999999832e+01 5.839000000000000412e+00 8.018000000000000682e+00 2.080606723719212141e+02
3.109999999999999987e-01 4.570000000000000173e-01 1.250999999999999890e+00 6.969999999999999529e-01 1.622999999999999998e+00 4.299999999999999933e-01 8.000000000000000167e-03 3.607099999999999795e+01 1.374759999999999991e+02 3.619000000000000217e+00 4.615000000000000213e+00 2.876212849657788411e+02
2.349999999999999867e-01 1.223000000000000087e+00 1.985000000000000098e+00 7.870000000000000329e-01 8.549999999999999822e-01 9.204999999999999849e-01 1.839999999999999969e-02 3.465800000000000125e+01 3.183800000000000097e+01 4.698999999999999844e+00 3.220000000000000195e+00 1.908579169722742677e+02
6.099999999999999867e-01 1.677000000000000046e+00 2.908999999999999808e+00 1.453999999999999959e+00 1.792000000000000037e+00 8.110000000000000542e-01 1.080000000000000057e-02 3.223799999999999955e+01 2.989999999999999858e+01 5.634000000000000341e+00 3.693999999999999950e+00 3.115151700480222416e+02
5.050000000000000044e-01 1.774999999999999911e+00 2.053999999999999826e+00 9.919999999999999929e-01 1.044000000000000039e+00 9.506999999999999895e-01 1.629999999999999852e-02 2.390500000000000114e+01 4.305899999999999750e+01 3.282999999999999918e+00 4.277999999999999581e+00 2.386088866781324214e+02
3.320000000000000173e-01 6.780000000000000471e-01 9.889999999999999902e-01 1.391999999999999904e+00 1.802000000000000046e+00 7.723999999999999755e-01 1.039999999999999952e-02 7.985200000000000387e+01 6.778000000000000114e+01 9.221999999999999531e+00 4.491400000000000148e+01 3.232876884340965375e+02
1.680000000000000104e-01 5.280000000000000249e-01 7.580000000000000071e-01 1.439999999999999947e+00 1.639000000000000012e+00 8.786000000000000476e-01 1.200000000000000025e-02 2.083699999999999974e+01 4.322099999999999653e+01 4.854000000000000092e+00 4.163000000000000256e+00 2.772141437710586160e+02
3.790000000000000036e-01 8.900000000000000133e-01 1.983999999999999986e+00 1.360000000000000098e+00 1.895999999999999908e+00 7.171999999999999487e-01 9.700000000000000289e-03 7.507200000000000273e+01 2.076300000000000168e+01 3.365000000000000213e+00 7.596000000000000085e+00 3.040119061662720128e+02
6.919999999999999485e-01 1.280000000000000027e+00 3.692000000000000171e+00 3.240000000000000102e-01 5.639999999999999458e-01 5.738999999999999657e-01 2.120000000000000009e-02 5.465800000000000125e+01 4.245100000000000051e+01 3.108000000000000096e+00 4.160000000000000142e+00 1.749131279477161627e+02
6.109999999999999876e-01 1.419999999999999929e+00 4.084999999999999964e+00 4.500000000000000111e-01 6.630000000000000338e-01 6.787999999999999590e-01 1.940000000000000058e-02 2.167899999999999849e+01 2.538700000000000045e+01 3.327999999999999847e+00 5.775000000000000355e+00 1.829093441055094331e+02
7.530000000000000027e-01 1.397000000000000020e+00 1.598999999999999977e+00 6.179999999999999938e-01 7.079999999999999627e-01 8.739999999999999991e-01 2.069999999999999965e-02 2.344099999999999895e+01 2.467800000000000082e+01 8.622999999999999332e+00 5.256000000000000227e+00 2.436883369333531562e+02
2.340000000000000135e-01 2.075000000000000178e+00 2.140000000000000124e+00 1.116000000000000103e+00 1.120000000000000107e+00 9.963999999999999524e-01 1.609999999999999973e-02 2.925400000000000134e+01 2.404799999999999827e+01 3.750999999999999890e+00 3.846999999999999975e+00 2.173166530256851559e+02
2.650000000000000133e-01 1.032999999999999918e+00 1.225000000000000089e+00 1.433000000000000052e+00 1.508000000000000007e+00 9.504000000000000226e-01 1.319999999999999993e-02 4.765299999999999869e+01 3.055399999999999849e+01 3.544999999999999929e+00 1.055300000000000082e+01 2.695421905416174582e+02
2.800000000000000266e-01 1.374000000000000110e+00 1.489999999999999991e+00 2.745000000000000107e+00 2.797000000000000153e+00 9.812999999999999501e-01 1.099999999999999936e-02 2.400199999999999889e+01 1.479159999999999968e+02 4.301999999999999602e+00 5.041000000000000369e+00 3.619056697388297152e+02
4.069999999999999729e-01 1.266999999999999904e+00 2.483000000000000096e+00 4.239999999999999880e-01 5.180000000000000160e-01 8.186999999999999833e-01 2.630000000000000046e-02 2.225000000000000000e+01 2.530199999999999960e+01 9.246000000000000441e+00 3.879000000000000004e+00 1.572167329788911161e+02
5.869999999999999662e-01 1.231999999999999984e+00 2.108000000000000096e+00 6.239999999999999991e-01 8.519999999999999796e-01 7.326000000000000290e-01 1.629999999999999852e-02 2.406500000000000128e+01 2.129299999999999926e+01 4.538000000000000256e+00 1.045100000000000051e+01 2.235333633744144208e+02
2.969999999999999862e-01 1.088000000000000078e+00 1.088999999999999968e+00 1.419999999999999929e+00 1.421000000000000041e+00 9.998000000000000220e-01 1.409999999999999969e-02 2.811009999999999991e+02 2.276200000000000045e+01 3.229999999999999982e+00 1.612600000000000122e+01 2.728108096374240858e+02
1.489999999999999936e-01 4.929999999999999938e-01 6.109999999999999876e-01 1.227999999999999980e+00 1.328999999999999959e+00 9.240000000000000435e-01 1.379999999999999977e-02 1.293460000000000036e+02 4.032399999999999807e+01 1.151800000000000068e+01 3.400999999999999801e+00 2.523059194597230146e+02
8.339999999999999636e-01 1.356000000000000094e+00 1.540999999999999925e+00 4.600000000000000200e-01 5.470000000000000417e-01 8.411999999999999478e-01 2.529999999999999957e-02 2.998900000000000077e+01 2.050700000000000145e+01 1.464700000000000024e+01 5.910000000000000142e+00 2.329099599586414797e+02
2.899999999999999800e-01 5.989999999999999769e-01 1.254000000000000004e+00 8.329999999999999627e-01 1.231999999999999984e+00 6.761000000000000343e-01 1.190000000000000085e-02 2.252400000000000091e+01 2.370100000000000051e+01 3.717999999999999972e+00 4.714000000000000412e+00 2.469833680739673980e+02
3.679999999999999938e-01 2.029999999999999805e+00 2.254999999999999893e+00 5.959999999999999742e-01 6.089999999999999858e-01 9.794000000000000483e-01 2.500000000000000139e-02 2.012399999999999878e+01 2.787999999999999901e+01 3.496999999999999886e+00 5.036999999999999922e+00 1.691186605972938537e+02
7.880000000000000338e-01 1.469999999999999973e+00 1.582000000000000073e+00 6.840000000000000524e-01 7.379999999999999893e-01 9.261000000000000343e-01 2.069999999999999965e-02 7.119199999999999307e+01 3.072400000000000020e+01 1.144800000000000040e+01 6.855000000000000426e+00 2.570875607005323786e+02
9.589999999999999636e-01 2.399000000000000021e+00 2.935000000000000053e+00 5.839999999999999636e-01 6.540000000000000258e-01 8.938000000000000389e-01 2.239999999999999977e-02 7.466899999999999693e+01 2.398900000000000077e+01 5.889999999999999680e+00 4.780000000000000249e+00 2.153345763425718644e+02
3.099999999999999978e-01 1.060999999999999943e+00 1.499000000000000110e+00 9.190000000000000391e-01 1.024999999999999911e+00 8.959000000000000297e-01 1.590000000000000094e-02 2.038899999999999935e+01 2.126300000000000168e+01 1.186700000000000088e+01 5.384999999999999787e+00 2.228607144547118253e+02
4.219999999999999862e-01 1.193000000000000060e+00 1.927999999999999936e+00 1.576000000000000068e+00 1.893000000000000016e+00 8.327999999999999847e-01 1.080000000000000057e-02 3.268200000000000216e+01 2.684100000000000108e+01 4.408999999999999808e+00 5.373000000000000220e+00 3.112566236658241792e+02
5.809999999999999609e-01 1.411000000000000032e+00 1.735999999999999988e+00 9.879999999999999893e-01 1.114000000000000101e+00 8.870000000000000107e-01 1.490000000000000005e-02 4.060099999999999909e+01 2.146999999999999886e+01 3.095000000000000195e+00 4.493000000000000327e+00 2.654231808844171496e+02
2.540000000000000036e-01 3.970000000000000195e-01 3.095000000000000195e+00 6.129999999999999893e-01 1.534000000000000030e+00 3.996999999999999997e-01 8.099999999999999561e-03 2.816600000000000037e+01 2.388299999999999912e+01 8.756000000000000227e+00 5.605000000000000426e+00 2.517629369526082712e+02
8.030000000000000471e-01 1.399000000000000021e+00 1.487000000000000099e+00 5.739999999999999547e-01 6.189999999999999947e-01 9.274999999999999911e-01 2.390000000000000110e-02 4.456799999999999784e+01 2.160999999999999943e+01 4.610999999999999766e+00 6.790000000000000036e+00 2.462179398428331751e+02
1.749999999999999889e-01 9.419999999999999485e-01 1.383999999999999897e+00 5.450000000000000400e-01 5.829999999999999627e-01 9.348999999999999533e-01 2.529999999999999957e-02 6.341400000000000148e+01 2.319900000000000162e+01 5.285999999999999588e+00 3.138999999999999790e+00 1.565217805084199085e+02
6.530000000000000249e-01 1.812999999999999945e+00 1.895000000000000018e+00 9.869999999999999885e-01 1.010000000000000009e+00 9.771999999999999575e-01 1.689999999999999836e-02 2.696300000000000097e+01 2.552199999999999847e+01 4.990000000000000213e+00 3.213000000000000078e+00 2.578927409246198295e+02
5.729999999999999538e-01 2.049999999999999822e+00 3.464999999999999858e+00 1.179999999999999938e+00 1.358999999999999986e+00 8.681999999999999718e-01 1.310000000000000053e-02 3.255799999999999983e+01 2.021600000000000108e+01 4.903999999999999915e+00 3.935000000000000053e+00 2.625239265713687473e+02
9.629999999999999671e-01 2.108000000000000096e+00 2.817000000000000171e+00 7.459999999999999964e-01 9.010000000000000231e-01 8.286000000000000032e-01 1.660000000000000017e-02 2.368100000000000094e+01 2.034799999999999898e+01 2.233899999999999864e+01 4.089999999999999858e+00 2.557571662298209958e+02
5.300000000000000266e-01 1.108000000000000096e+00 1.300000000000000044e+00 1.300999999999999934e+00 1.471999999999999975e+00 8.834999999999999520e-01 1.269999999999999948e-02 2.020700000000000074e+01 2.589099999999999824e+01 6.823999999999999844e+00 7.924999999999999822e+00 3.201045186723462166e+02
5.839999999999999636e-01 1.356000000000000094e+00 2.843999999999999861e+00 1.540999999999999925e+00 2.126999999999999780e+00 7.243000000000000549e-01 9.299999999999999239e-03 8.029300000000000637e+01 2.287099999999999866e+01 3.041999999999999815e+00 7.048000000000000043e+00 3.369891680537011780e+02
1.143000000000000016e+00 1.743999999999999995e+00 2.817000000000000171e+00 3.360000000000000209e-01 5.749999999999999556e-01 5.840999999999999526e-01 2.100000000000000130e-02 2.263800000000000168e+01 5.523100000000000165e+01 7.940000000000000391e+00 5.467999999999999972e+00 2.209161056553228946e+02
6.620000000000000329e-01 1.026000000000000023e+00 1.282999999999999918e+00 6.820000000000000506e-01 9.260000000000000453e-01 7.366000000000000325e-01 1.529999999999999936e-02 2.007100000000000151e+01 2.949699999999999989e+01 3.532000000000000028e+00 3.765000000000000124e+00 2.867608473230085906e+02
6.340000000000000080e-01 1.288000000000000034e+00 2.847999999999999865e+00 5.380000000000000338e-01 8.139999999999999458e-01 6.612000000000000099e-01 1.609999999999999973e-02 4.942399999999999949e+01 4.442999999999999972e+01 3.010900000000000176e+01 5.705000000000000071e+00 2.124348335068902713e+02
3.970000000000000195e-01 8.259999999999999565e-01 1.387000000000000011e+00 9.350000000000000533e-01 1.276000000000000023e+00 7.328999999999999959e-01 1.220000000000000077e-02 2.476099999999999923e+01 2.181700000000000017e+01 4.342999999999999972e+00 3.204000000000000181e+00 2.656518731965257416e+02
4.229999999999999871e-01 1.153000000000000025e+00 2.201999999999999957e+00 8.539999999999999813e-01 1.080000000000000071e+00 7.905999999999999694e-01 1.420000000000000082e-02 3.153099999999999881e+01 2.738299999999999912e+01 3.826000000000000068e+00 5.717999999999999972e+00 2.314675313224445006e+02
3.539999999999999813e-01 1.562000000000000055e+00 1.872000000000000108e+00 1.084000000000000075e+00 1.133999999999999897e+00 9.557999999999999829e-01 1.549999999999999989e-02 1.175829999999999984e+02 2.336400000000000077e+01 5.685799999999999699e+01 8.932999999999999829e+00 2.337758393980355720e+02
3.780000000000000027e-01 5.669999999999999485e-01 6.290000000000000036e-01 9.609999999999999654e-01 1.147000000000000020e+00 8.365000000000000213e-01 1.409999999999999969e-02 2.472599999999999909e+01 4.268500000000000227e+01 4.850999999999999979e+00 4.040000000000000036e+00 3.343625795353171384e+02
6.199999999999999956e-01 8.860000000000000098e-01 1.661000000000000032e+00 4.939999999999999947e-01 1.020000000000000018e+00 4.844999999999999862e-01 1.190000000000000085e-02 2.951599999999999824e+01 2.503900000000000148e+01 4.421999999999999709e+00 4.780000000000000249e+00 2.631797317073837235e+02
7.019999999999999574e-01 2.141999999999999904e+00 3.266000000000000014e+00 4.919999999999999929e-01 5.709999999999999520e-01 8.604000000000000536e-01 2.460000000000000034e-02 2.481700000000000017e+01 3.364000000000000057e+01 5.942000000000000171e+00 9.512999999999999901e+00 1.792677489282121996e+02
8.479999999999999760e-01 1.683000000000000052e+00 1.985999999999999988e+00 1.030000000000000027e+00 1.187000000000000055e+00 8.681999999999999718e-01 1.409999999999999969e-02 2.790399999999999991e+01 2.580300000000000082e+01 4.704399999999999693e+01 3.350000000000000089e+00 3.083428258268858144e+02
3.200000000000000067e-01 1.907000000000000028e+00 2.314000000000000057e+00 8.950000000000000178e-01 9.250000000000000444e-01 9.675000000000000266e-01 1.789999999999999925e-02 2.499800000000000111e+01 2.298900000000000077e+01 1.144599999999999973e+01 4.535999999999999588e+00 2.038307891029249390e+02
2.479999999999999982e-01 7.960000000000000409e-01 9.689999999999999725e-01 1.080000000000000071e+00 1.165000000000000036e+00 9.271000000000000352e-01 1.490000000000000005e-02 5.175300000000000011e+01 1.195100000000000051e+02 6.339999999999999858e+00 3.459000000000000075e+00 2.422051558144112846e+02
2.099999999999999922e-01 5.999999999999999778e-01 2.212000000000000188e+00 1.691999999999999948e+00 2.333000000000000185e+00 7.251999999999999558e-01 8.999999999999999320e-03 2.252400000000000091e+01 4.544400000000000261e+01 9.586000000000000298e+00 3.786000000000000032e+00 3.098168053520104763e+02
8.900000000000000133e-01 2.337000000000000188e+00 2.649999999999999911e+00 8.080000000000000515e-01 8.659999999999999920e-01 9.338999999999999524e-01 1.839999999999999969e-02 4.727900000000000347e+01 2.278600000000000136e+01 1.255700000000000038e+01 3.204000000000000181e+00 2.467280369725031051e+02
2.869999999999999774e-01 2.181000000000000050e+00 2.556999999999999940e+00 1.135000000000000009e+00 1.159000000000000030e+00 9.794000000000000483e-01 1.549999999999999989e-02 2.329799999999999827e+01 2.567999999999999972e+01 3.379000000000000004e+00 6.668999999999999595e+00 2.235791564196759964e+02
2.230000000000000038e-01 5.300000000000000266e-01 1.977999999999999980e+00 1.292999999999999927e+00 1.957000000000000073e+00 6.605999999999999650e-01 8.999999999999999320e-03 6.489900000000000091e+01 4.190599999999999881e+01 5.708999999999999631e+00 3.705000000000000071e+00 2.873255614802791342e+02
6.069999999999999840e-01 1.768000000000000016e+00 1.844999999999999973e+00 8.940000000000000169e-01 9.120000000000000329e-01 9.795000000000000373e-01 1.820000000000000090e-02 3.231300000000000239e+01 4.852199999999999847e+01 6.011000000000000121e+00 4.333999999999999631e+00 2.404250479833971212e+02
5.110000000000000098e-01 1.731999999999999984e+00 2.108999999999999986e+00 9.979999999999999982e-01 1.070000000000000062e+00 9.330000000000000515e-01 1.580000000000000154e-02 3.730799999999999983e+01 3.041000000000000014e+01 3.248000000000000220e+00 1.156300000000000061e+01 2.413064257596258813e+02
7.720000000000000195e-01 1.844000000000000083e+00 2.233000000000000096e+00 8.790000000000000036e-01 9.859999999999999876e-01 8.911000000000000032e-01 1.619999999999999912e-02 2.807499999999999929e+01 9.692700000000000671e+01 1.235200000000000031e+01 6.463000000000000078e+00 2.602549340895780006e+02
2.989999999999999880e-01 1.135999999999999899e+00 1.852999999999999980e+00 1.975999999999999979e+00 2.237999999999999989e+00 8.830000000000000071e-01 1.069999999999999944e-02 4.594800000000000040e+01 2.119800000000000040e+01 5.113000000000000433e+00 3.077999999999999847e+00 3.198585745082326071e+02
5.140000000000000124e-01 1.788999999999999924e+00 2.188000000000000167e+00 1.205000000000000071e+00 1.290000000000000036e+00 9.342000000000000304e-01 1.409999999999999969e-02 2.151899999999999835e+01 3.158200000000000074e+01 5.722999999999999865e+00 3.164000000000000146e+00 2.639046460017646041e+02
6.290000000000000036e-01 1.221000000000000085e+00 1.286000000000000032e+00 8.169999999999999485e-01 8.599999999999999867e-01 9.499999999999999556e-01 1.859999999999999848e-02 2.517299999999999827e+01 3.250099999999999767e+01 4.572000000000000064e+00 3.128000000000000114e+00 2.675501635821116793e+02
4.269999999999999907e-01 7.319999999999999840e-01 1.213999999999999968e+00 1.120000000000000107e+00 1.729000000000000092e+00 6.480000000000000204e-01 9.499999999999999764e-03 2.212800000000000011e+01 2.438400000000000034e+01 4.152999999999999581e+00 3.685000000000000053e+00 3.258550318620329449e+02
4.329999999999999960e-01 1.987999999999999989e+00 2.399000000000000021e+00 1.614000000000000101e+00 1.687000000000000055e+00 9.565000000000000169e-01 1.260000000000000009e-02 3.671000000000000085e+01 6.571500000000000341e+01 3.892999999999999794e+00 8.983999999999999986e+00 2.878314327735608913e+02
2.819999999999999729e-01 1.887999999999999901e+00 2.567000000000000171e+00 8.409999999999999698e-01 8.780000000000000027e-01 9.579999999999999627e-01 1.849999999999999908e-02 2.694999999999999929e+01 3.486399999999999721e+01 5.126000000000000334e+00 8.554000000000000270e+00 1.941708019271538888e+02
2.720000000000000195e-01 6.109999999999999876e-01 3.329000000000000181e+00 5.799999999999999600e-01 9.459999999999999520e-01 6.130999999999999783e-01 1.379999999999999977e-02 2.029329999999999927e+02 2.257799999999999940e+01 2.697200000000000131e+01 4.538999999999999702e+00 1.981980447104932921e+02
6.740000000000000435e-01 1.274000000000000021e+00 2.108000000000000096e+00 6.009999999999999787e-01 8.609999999999999876e-01 6.985000000000000098e-01 1.580000000000000154e-02 2.535500000000000043e+01 7.584099999999999397e+01 3.516999999999999904e+00 6.259999999999999787e+00 2.345979618126343951e+02
8.960000000000000187e-01 2.455000000000000071e+00 2.584999999999999964e+00 1.159000000000000030e+00 1.191000000000000059e+00 9.726000000000000201e-01 1.519999999999999997e-02 2.109499999999999886e+01 3.109600000000000009e+01 1.039899999999999913e+01 1.425300000000000011e+01 2.921490876286351295e+02
6.550000000000000266e-01 2.830999999999999961e+00 2.895999999999999908e+00 1.096999999999999975e+00 1.104000000000000092e+00 9.935000000000000497e-01 1.619999999999999912e-02 2.421399999999999864e+01 2.034499999999999886e+01 8.093999999999999417e+00 3.321000000000000174e+00 2.488533376687866223e+02
5.030000000000000027e-01 1.250000000000000000e+00 1.983999999999999986e+00 1.221000000000000085e+00 1.514000000000000012e+00 8.064000000000000057e-01 1.170000000000000033e-02 8.752700000000000102e+01 1.208119999999999976e+02 3.636000000000000121e+00 3.597999999999999865e+00 2.887761923675997195e+02
2.720000000000000195e-01 9.210000000000000409e-01 1.110000000000000098e+00 1.334999999999999964e+00 1.427000000000000046e+00 9.354999999999999982e-01 1.340000000000000045e-02 5.076700000000000301e+01 3.005600000000000094e+01 3.483000000000000096e+00 1.034500000000000064e+01 2.673665417304855509e+02
3.390000000000000235e-01 1.143000000000000016e+00 2.064000000000000057e+00 1.840999999999999970e+00 2.172000000000000153e+00 8.476000000000000201e-01 1.039999999999999952e-02 2.804599999999999937e+01 2.351899999999999835e+01 4.799999999999999822e+00 4.487000000000000099e+00 3.180475279850777497e+02
3.310000000000000164e-01 7.319999999999999840e-01 2.350999999999999979e+00 1.512000000000000011e+00 2.335999999999999854e+00 6.471000000000000085e-01 8.200000000000000691e-03 1.131170000000000044e+02 6.921500000000000341e+01 6.429099999999999682e+01 8.329000000000000625e+00 3.252965985576862522e+02
4.369999999999999996e-01 1.169000000000000039e+00 1.264000000000000012e+00 6.430000000000000160e-01 6.710000000000000409e-01 9.585000000000000187e-01 2.280000000000000082e-02 2.224699999999999989e+01 3.878900000000000148e+01 8.673999999999999488e+00 6.357999999999999652e+00 2.024390735550610998e+02
3.750000000000000000e-01 1.491000000000000103e+00 2.104000000000000092e+00 1.122999999999999998e+00 1.227000000000000091e+00 9.145999999999999686e-01 1.430000000000000021e-02 4.652799999999999869e+01 3.318699999999999761e+01 6.801999999999999602e+00 3.055000000000000160e+00 2.426411552379986745e+02
9.579999999999999627e-01 1.157000000000000028e+00 1.877999999999999892e+00 2.039999999999999869e-01 5.729999999999999538e-01 3.557000000000000162e-01 1.890000000000000013e-02 3.202100000000000080e+01 2.272599999999999909e+01 4.431000000000000050e+00 3.209000000000000075e+00 2.360115641208422801e+02
3.290000000000000147e-01 1.866999999999999993e+00 1.879000000000000004e+00 1.366000000000000103e+00 1.368000000000000105e+00 9.987000000000000322e-01 1.439999999999999961e-02 6.340400000000000347e+01 2.975000000000000000e+01 4.889000000000000234e+00 9.569000000000000838e+00 2.534575440768207102e+02
4.309999999999999942e-01 1.518999999999999906e+00 1.973000000000000087e+00 1.350000000000000089e+00 1.467999999999999972e+00 9.196999999999999620e-01 1.299999999999999940e-02 4.828199999999999648e+01 2.046799999999999997e+01 5.831999999999999851e+00 3.032000000000000028e+00 2.745210197705325754e+02
5.200000000000000178e-01 1.346000000000000085e+00 1.750000000000000000e+00 7.870000000000000329e-01 8.980000000000000204e-01 8.768000000000000238e-01 1.720000000000000001e-02 2.609499999999999886e+01 3.324099999999999966e+01 3.595000000000000195e+00 3.600000000000000089e+00 2.295577273871714965e+02
3.059999999999999942e-01 1.016999999999999904e+00 1.370999999999999996e+00 1.028000000000000025e+00 1.139000000000000012e+00 9.029000000000000359e-01 1.490000000000000005e-02 3.735999999999999943e+01 2.023499999999999943e+01 1.278599999999999959e+01 8.949999999999999289e+00 2.369591780026097183e+02
1.479999999999999927e-01 7.219999999999999751e-01 1.102999999999999980e+00 1.056000000000000050e+00 1.147999999999999909e+00 9.202000000000000179e-01 1.499999999999999944e-02 2.836199999999999832e+01 2.064799999999999969e+01 1.494500000000000028e+01 4.083000000000000185e+00 2.193857133533338981e+02
6.510000000000000231e-01 1.927000000000000046e+00 3.092000000000000082e+00 1.137000000000000011e+00 1.348000000000000087e+00 8.436000000000000165e-01 1.290000000000000001e-02 3.736399999999999721e+01 2.227199999999999847e+01 1.434200000000000053e+01 6.618999999999999773e+00 2.721283162814542038e+02
1.020999999999999908e+00 1.927999999999999936e+00 2.144000000000000128e+00 1.175999999999999934e+00 1.306999999999999940e+00 8.998000000000000442e-01 1.370000000000000037e-02 1.217009999999999934e+02 2.303500000000000014e+01 9.038999999999999702e+00 3.531000000000000139e+00 3.478002759443022569e+02
2.790000000000000258e-01 5.709999999999999520e-01 1.659000000000000030e+00 1.185999999999999943e+00 1.905999999999999917e+00 6.219000000000000083e-01 8.800000000000000530e-03 5.492199999999999704e+01 2.367000000000000171e+01 6.860999999999999766e+00 5.120000000000000107e+00 2.954313921762800419e+02
3.300000000000000155e-01 5.969999999999999751e-01 8.539999999999999813e-01 5.200000000000000178e-01 7.099999999999999645e-01 7.326000000000000290e-01 1.890000000000000013e-02 4.198899999999999721e+01 9.593600000000000705e+01 3.770000000000000018e+00 4.480000000000000426e+00 2.108536528503260570e+02
8.750000000000000000e-01 3.228000000000000203e+00 3.458000000000000185e+00 5.410000000000000364e-01 5.540000000000000480e-01 9.764000000000000457e-01 2.699999999999999969e-02 5.243299999999999983e+01 3.811299999999999955e+01 1.050900000000000034e+01 7.633000000000000007e+00 1.859490627322996374e+02
3.910000000000000142e-01 7.960000000000000409e-01 1.078000000000000069e+00 1.046000000000000041e+00 1.304000000000000048e+00 8.021000000000000352e-01 1.269999999999999948e-02 2.363800000000000168e+01 2.495200000000000173e+01 5.261000000000000121e+00 7.610999999999999766e+00 2.835430083415135414e+02
1.570000000000000007e-01 3.410000000000000253e-01 2.104000000000000092e+00 1.370999999999999996e+00 2.329000000000000181e+00 5.887000000000000011e-01 7.700000000000000247e-03 2.432700000000000173e+01 4.234100000000000108e+01 6.245000000000000107e+00 1.418999999999999950e+01 3.032551410134385037e+02
3.850000000000000089e-01 9.909999999999999920e-01 2.141999999999999904e+00 7.500000000000000000e-01 9.959999999999999964e-01 7.531999999999999806e-01 1.469999999999999953e-02 7.135399999999999920e+01 2.534499999999999886e+01 4.041000000000000369e+00 1.575999999999999979e+01 2.191324056877835176e+02
1.729999999999999871e-01 4.069999999999999729e-01 6.730000000000000426e-01 8.199999999999999512e-01 1.056999999999999940e+00 7.765999999999999570e-01 1.430000000000000021e-02 4.792300000000000182e+01 3.146600000000000108e+01 3.632000000000000117e+00 3.495000000000000107e+00 2.278123794990655711e+02
5.340000000000000302e-01 9.250000000000000444e-01 1.270000000000000018e+00 1.040000000000000036e+00 1.417999999999999927e+00 7.338000000000000078e-01 1.140000000000000041e-02 2.604700000000000060e+01 3.662899999999999778e+01 2.124599999999999866e+01 5.535999999999999588e+00 3.176337578766529077e+02
8.400000000000000522e-02 3.170000000000000040e-01 8.110000000000000542e-01 1.364000000000000101e+00 1.659999999999999920e+00 8.219999999999999529e-01 1.129999999999999928e-02 2.639399999999999835e+01 4.471800000000000352e+01 3.189000000000000057e+00 3.029999999999999805e+00 2.565329886278669278e+02
