# zl, zs1, zs2, rein1, rein2, beta, betaerr, SN1, SN2, mag1, mag2, sigma_v_km_s
# Warning: oversampling is by a factor of 1
3.099999999999999978e-01 1.679999999999999938e+00 4.299000000000000377e+00 1.350000000000000089e+00 1.524999999999999911e+00 8.848000000000000309e-01 1.239999999999999956e-02 2.393199999999999861e+01 2.313849999999999909e+02 6.480000000000000426e+00 1.297600000000000087e+01 2.523033978254738088e+02
2.570000000000000062e-01 5.829999999999999627e-01 2.032999999999999918e+00 9.509999999999999565e-01 1.467999999999999972e+00 6.477000000000000535e-01 1.039999999999999952e-02 3.393800000000000239e+01 3.422999999999999687e+01 3.424999999999999822e+00 1.136800000000000033e+01 2.521746281844822306e+02
6.159999999999999920e-01 1.745999999999999996e+00 1.943000000000000060e+00 1.076999999999999957e+00 1.135000000000000009e+00 9.491000000000000547e-01 1.540000000000000049e-02 2.611799999999999855e+01 2.274500000000000099e+01 3.404999999999999805e+00 1.326600000000000001e+01 2.661757094582237642e+02
3.679999999999999938e-01 8.149999999999999467e-01 1.165999999999999925e+00 1.100999999999999979e+00 1.366999999999999993e+00 8.052000000000000268e-01 1.239999999999999956e-02 5.425800000000000267e+01 4.124099999999999966e+01 9.747999999999999332e+00 1.050300000000000011e+01 2.792180020649936409e+02
3.539999999999999813e-01 5.560000000000000497e-01 1.455000000000000071e+00 1.211000000000000076e+00 2.484999999999999876e+00 4.872000000000000219e-01 6.599999999999999964e-03 4.254599999999999937e+01 2.749899999999999878e+01 4.067999999999999616e+00 3.738999999999999879e+00 3.581750669679121302e+02
4.680000000000000271e-01 1.012000000000000011e+00 1.941000000000000059e+00 1.566999999999999948e+00 2.189999999999999947e+00 7.153000000000000469e-01 9.100000000000000450e-03 3.469299999999999784e+01 2.001200000000000045e+01 4.469000000000000306e+00 8.093999999999999417e+00 3.424002047316641892e+02
1.239999999999999991e-01 8.179999999999999494e-01 1.834000000000000075e+00 1.544999999999999929e+00 1.689999999999999947e+00 9.139000000000000457e-01 1.220000000000000077e-02 4.463799999999999812e+01 3.222099999999999653e+01 5.939600000000000080e+01 4.709999999999999964e+00 2.560258124961267754e+02
5.100000000000000089e-01 1.112999999999999989e+00 1.282000000000000028e+00 7.780000000000000249e-01 8.619999999999999885e-01 9.022999999999999909e-01 1.799999999999999864e-02 2.162399999999999878e+01 4.552900000000000347e+01 3.105999999999999872e+00 3.563000000000000167e+00 2.421317739458202709e+02
1.680000000000000104e-01 8.529999999999999805e-01 1.342000000000000082e+00 1.004000000000000004e+00 1.090000000000000080e+00 9.210000000000000409e-01 1.549999999999999989e-02 4.159499999999999886e+01 2.506400000000000006e+01 3.935999999999999943e+00 3.892999999999999794e+00 2.136091831187049763e+02
3.669999999999999929e-01 1.235999999999999988e+00 1.332000000000000073e+00 1.068999999999999950e+00 1.100000000000000089e+00 9.711999999999999522e-01 1.600000000000000033e-02 3.855299999999999727e+01 5.682500000000000284e+01 3.854999999999999982e+00 3.212000000000000188e+00 2.436440297766546905e+02
6.740000000000000435e-01 2.525999999999999801e+00 3.294000000000000039e+00 7.750000000000000222e-01 8.389999999999999680e-01 9.242000000000000215e-01 1.870000000000000134e-02 2.045400000000000063e+01 5.265200000000000102e+01 4.006999999999999673e+00 1.403299999999999947e+01 2.147002046742626362e+02
3.830000000000000071e-01 6.109999999999999876e-01 1.417999999999999927e+00 8.379999999999999671e-01 1.620999999999999996e+00 5.171000000000000041e-01 8.699999999999999400e-03 4.956499999999999773e+01 2.981099999999999994e+01 3.770000000000000018e+00 3.253000000000000114e+00 2.954617127940111345e+02
6.440000000000000169e-01 1.118000000000000105e+00 1.832999999999999963e+00 6.840000000000000524e-01 1.038000000000000034e+00 6.591000000000000192e-01 1.329999999999999932e-02 3.055099999999999838e+01 2.933399999999999963e+01 8.648999999999999133e+00 3.035000000000000142e+00 2.621881617365392572e+02
2.220000000000000029e-01 3.930000000000000160e-01 8.309999999999999609e-01 7.850000000000000311e-01 1.312999999999999945e+00 5.976000000000000201e-01 1.069999999999999944e-02 2.279200000000000159e+01 3.137199999999999989e+01 3.107000000000000206e+00 3.274999999999999911e+00 2.580097849340137941e+02
2.580000000000000071e-01 1.054000000000000048e+00 2.150999999999999801e+00 7.980000000000000426e-01 9.230000000000000426e-01 8.640999999999999792e-01 1.669999999999999957e-02 2.038299999999999912e+01 3.702600000000000335e+01 5.538999999999999702e+00 4.403999999999999915e+00 1.993683788289731922e+02
7.680000000000000160e-01 2.692000000000000171e+00 2.787999999999999812e+00 1.840999999999999970e+00 1.864999999999999991e+00 9.868999999999999995e-01 1.239999999999999956e-02 3.436899999999999977e+01 5.485499999999999687e+01 4.437000000000000277e+00 4.306000000000000050e+00 3.403753901873200221e+02
2.949999999999999845e-01 6.650000000000000355e-01 7.379999999999999893e-01 9.949999999999999956e-01 1.072000000000000064e+00 9.284999999999999920e-01 1.580000000000000154e-02 5.550300000000000011e+01 3.553699999999999903e+01 1.154299999999999926e+01 3.507000000000000117e+00 2.602520177594485631e+02
4.000000000000000222e-01 1.469999999999999973e+00 1.951999999999999957e+00 2.005999999999999783e+00 2.182999999999999829e+00 9.187999999999999501e-01 1.110000000000000049e-02 2.032499999999999929e+01 3.161199999999999832e+01 3.770999999999999908e+00 3.137999999999999901e+00 3.301837793172061311e+02
7.620000000000000107e-01 1.991999999999999993e+00 2.299999999999999822e+00 1.169999999999999929e+00 1.264000000000000012e+00 9.254999999999999893e-01 1.420000000000000082e-02 6.446500000000000341e+01 2.251099999999999923e+01 4.142000000000000348e+00 1.980399999999999849e+01 2.910696266205252982e+02
8.719999999999999973e-01 1.750999999999999890e+00 2.568000000000000060e+00 7.820000000000000284e-01 1.022000000000000020e+00 7.647000000000000464e-01 1.450000000000000074e-02 2.429100000000000037e+01 2.555099999999999838e+01 3.375000000000000000e+00 9.148999999999999133e+00 2.681888057732771244e+02
7.750000000000000222e-01 1.741000000000000103e+00 2.294000000000000039e+00 9.409999999999999476e-01 1.118000000000000105e+00 8.418999999999999817e-01 1.439999999999999961e-02 3.653699999999999903e+01 2.631599999999999895e+01 9.490000000000000213e+00 6.241999999999999993e+00 2.756213625126971465e+02
3.780000000000000027e-01 8.110000000000000542e-01 2.126999999999999780e+00 7.840000000000000302e-01 1.191999999999999948e+00 6.574999999999999734e-01 1.200000000000000025e-02 2.506599999999999895e+01 5.520199999999999818e+01 3.907999999999999918e+00 5.068999999999999950e+00 2.391759478308983375e+02
2.429999999999999938e-01 1.058999999999999941e+00 1.826000000000000068e+00 9.679999999999999716e-01 1.082999999999999963e+00 8.935999999999999499e-01 1.529999999999999936e-02 3.137199999999999989e+01 2.314900000000000091e+01 3.498000000000000220e+00 9.000999999999999446e+00 2.168683304968015193e+02
2.179999999999999993e-01 6.099999999999999867e-01 1.465999999999999970e+00 1.377999999999999892e+00 1.812000000000000055e+00 7.600999999999999979e-01 1.030000000000000013e-02 2.275100000000000122e+01 2.846999999999999886e+01 6.695000000000000284e+00 5.884000000000000341e+00 2.815516248923848934e+02
4.530000000000000138e-01 8.519999999999999796e-01 1.393999999999999906e+00 1.324000000000000066e+00 1.891999999999999904e+00 6.995000000000000107e-01 9.499999999999999764e-03 2.497200000000000131e+01 2.636100000000000065e+01 1.090099999999999980e+01 9.647000000000000242e+00 3.359347044492833447e+02
3.380000000000000226e-01 1.058999999999999941e+00 1.161000000000000032e+00 1.127999999999999892e+00 1.173000000000000043e+00 9.615000000000000213e-01 1.519999999999999997e-02 2.099099999999999966e+01 2.380900000000000105e+01 2.308299999999999841e+01 5.222999999999999865e+00 2.528866306781075082e+02
4.349999999999999978e-01 1.147000000000000020e+00 1.403000000000000025e+00 1.171000000000000041e+00 1.298000000000000043e+00 9.024999999999999689e-01 1.379999999999999977e-02 4.649600000000000222e+01 3.330799999999999983e+01 9.339000000000000412e+00 4.083999999999999631e+00 2.742546389188272542e+02
3.559999999999999831e-01 7.299999999999999822e-01 2.023000000000000131e+00 7.249999999999999778e-01 1.151999999999999913e+00 6.292999999999999705e-01 1.200000000000000025e-02 2.208099999999999952e+01 2.885200000000000031e+01 1.919099999999999895e+01 4.301999999999999602e+00 2.338276614848649331e+02
3.140000000000000013e-01 9.529999999999999583e-01 1.643000000000000016e+00 1.705999999999999961e+00 2.045999999999999819e+00 8.337999999999999856e-01 1.050000000000000065e-02 2.063700000000000045e+01 2.349200000000000088e+01 1.297700000000000031e+01 4.363999999999999879e+00 3.119795575649715715e+02
1.330000000000000071e-01 4.929999999999999938e-01 1.342000000000000082e+00 1.082999999999999963e+00 1.330999999999999961e+00 8.142000000000000348e-01 1.269999999999999948e-02 3.338799999999999812e+01 2.429599999999999937e+01 1.514700000000000024e+01 3.878000000000000114e+00 2.310805406418195957e+02
3.930000000000000160e-01 1.274999999999999911e+00 1.695999999999999952e+00 9.859999999999999876e-01 1.090999999999999970e+00 9.036999999999999478e-01 1.529999999999999936e-02 3.220300000000000296e+01 2.737999999999999901e+01 1.180599999999999916e+01 4.131999999999999673e+00 2.369529681340687262e+02
4.109999999999999765e-01 8.659999999999999920e-01 1.002000000000000002e+00 8.880000000000000115e-01 9.939999999999999947e-01 8.925999999999999490e-01 1.619999999999999912e-02 6.255400000000000205e+01 4.525200000000000244e+01 9.554999999999999716e+00 9.003999999999999559e+00 2.580546377281410173e+02
3.770000000000000018e-01 1.010000000000000009e+00 1.072000000000000064e+00 1.485999999999999988e+00 1.536000000000000032e+00 9.676000000000000156e-01 1.329999999999999932e-02 2.099599999999999866e+01 2.703000000000000114e+01 4.094999999999999751e+00 3.681000000000000050e+00 3.043298643620317989e+02
9.040000000000000258e-01 1.830000000000000071e+00 2.408999999999999808e+00 8.299999999999999600e-01 1.020000000000000018e+00 8.135000000000000009e-01 1.499999999999999944e-02 2.989199999999999946e+01 1.057009999999999934e+02 7.264999999999999680e+00 4.905000000000000249e+00 2.766681232600664089e+02
6.720000000000000417e-01 1.250000000000000000e+00 1.485000000000000098e+00 5.729999999999999538e-01 6.760000000000000453e-01 8.475000000000000311e-01 2.120000000000000009e-02 7.584799999999999898e+01 3.512500000000000000e+01 5.272000000000000242e+00 8.112999999999999545e+00 2.310610444786044582e+02
1.469999999999999918e-01 4.769999999999999796e-01 1.334000000000000075e+00 1.566000000000000059e+00 2.000999999999999890e+00 7.825999999999999623e-01 1.009999999999999960e-02 2.026200000000000045e+01 5.010999999999999943e+01 3.081999999999999851e+00 3.383000000000000007e+00 2.860366589245149953e+02
4.889999999999999902e-01 1.169000000000000039e+00 2.895999999999999908e+00 5.799999999999999600e-01 8.199999999999999512e-01 7.080999999999999517e-01 1.650000000000000078e-02 5.102600000000000335e+01 2.280099999999999838e+01 7.868999999999999773e+00 3.065999999999999837e+00 2.011651566706734968e+02
4.839999999999999858e-01 1.368999999999999995e+00 1.391000000000000014e+00 9.829999999999999849e-01 9.919999999999999929e-01 9.916000000000000369e-01 1.729999999999999941e-02 2.077100000000000080e+01 2.315599999999999881e+01 3.567000000000000171e+00 6.128000000000000114e+00 2.485389355443556667e+02
2.459999999999999964e-01 8.110000000000000542e-01 8.469999999999999751e-01 1.125000000000000000e+00 1.145999999999999908e+00 9.821999999999999620e-01 1.569999999999999868e-02 3.142399999999999949e+01 2.914699999999999847e+01 1.425300000000000011e+01 5.616999999999999993e+00 2.456804524017974813e+02
5.530000000000000471e-01 1.510999999999999899e+00 2.318000000000000060e+00 9.040000000000000258e-01 1.078999999999999959e+00 8.377000000000000002e-01 1.469999999999999953e-02 2.028200000000000003e+01 2.385399999999999920e+01 6.937999999999999723e+00 3.116000000000000103e+00 2.435852187932997595e+02
5.789999999999999591e-01 8.149999999999999467e-01 1.223999999999999977e+00 3.089999999999999969e-01 5.600000000000000533e-01 5.526999999999999691e-01 2.120000000000000009e-02 5.478600000000000136e+01 3.438799999999999812e+01 3.677999999999999936e+00 4.277000000000000135e+00 2.104226441725605810e+02
6.360000000000000098e-01 1.673000000000000043e+00 1.824999999999999956e+00 9.939999999999999947e-01 1.044000000000000039e+00 9.527999999999999803e-01 1.629999999999999852e-02 2.407100000000000151e+01 2.503399999999999892e+01 1.581099999999999994e+01 3.367999999999999883e+00 2.620492041866888826e+02
5.949999999999999734e-01 1.050999999999999934e+00 1.921999999999999931e+00 8.419999999999999707e-01 1.326999999999999957e+00 6.349000000000000199e-01 1.099999999999999936e-02 2.336700000000000088e+01 3.615500000000000114e+01 1.227599999999999980e+01 4.858999999999999986e+00 2.851694885613595716e+02
4.430000000000000049e-01 2.141999999999999904e+00 3.334000000000000075e+00 1.197000000000000064e+00 1.302999999999999936e+00 9.183999999999999941e-01 1.389999999999999916e-02 2.305199999999999960e+01 5.030799999999999983e+01 3.645999999999999908e+00 3.527000000000000135e+00 2.466718155901197918e+02
2.530000000000000027e-01 6.019999999999999796e-01 1.284999999999999920e+00 1.499000000000000110e+00 2.061999999999999833e+00 7.269999999999999796e-01 9.400000000000000369e-03 3.733800000000000097e+01 4.327300000000000324e+01 8.567000000000000171e+00 4.325999999999999623e+00 3.107924097621873329e+02
3.539999999999999813e-01 7.960000000000000409e-01 1.754000000000000004e+00 7.880000000000000338e-01 1.122000000000000108e+00 7.024000000000000243e-01 1.299999999999999940e-02 3.572299999999999898e+01 4.133599999999999852e+01 3.509999999999999787e+00 3.165000000000000036e+00 2.342135808632306748e+02
2.570000000000000062e-01 1.084000000000000075e+00 1.177000000000000046e+00 1.473999999999999977e+00 1.508999999999999897e+00 9.769999999999999796e-01 1.349999999999999985e-02 3.226700000000000301e+01 2.122400000000000020e+01 3.415999999999999925e+00 4.035999999999999588e+00 2.695834561947419274e+02
7.179999999999999716e-01 1.493000000000000105e+00 2.653999999999999915e+00 3.750000000000000000e-01 5.220000000000000195e-01 7.180999999999999606e-01 2.469999999999999973e-02 2.650300000000000011e+01 2.162900000000000134e+01 3.419999999999999929e+00 3.033999999999999808e+00 1.780212867260193548e+02
4.819999999999999840e-01 1.060000000000000053e+00 1.064999999999999947e+00 2.077999999999999847e+00 2.085999999999999854e+00 9.961999999999999744e-01 1.200000000000000025e-02 4.030299999999999727e+01 2.755000000000000071e+01 3.258999999999999897e+00 8.242000000000000881e+00 3.925163797222190283e+02
6.450000000000000178e-01 1.401999999999999913e+00 2.158999999999999808e+00 7.229999999999999760e-01 9.330000000000000515e-01 7.758000000000000451e-01 1.559999999999999928e-02 5.190699999999999648e+01 2.216300000000000026e+01 6.483999999999999986e+00 5.663999999999999702e+00 2.394259036927531668e+02
3.569999999999999840e-01 9.140000000000000346e-01 1.743000000000000105e+00 6.720000000000000417e-01 8.699999999999999956e-01 7.725999999999999535e-01 1.650000000000000078e-02 6.288900000000000290e+01 2.512999999999999901e+01 5.907000000000000028e+00 4.626999999999999780e+00 2.067418597679685490e+02
5.330000000000000293e-01 1.441999999999999948e+00 3.547000000000000153e+00 1.903000000000000025e+00 2.537999999999999812e+00 7.499000000000000110e-01 8.999999999999999320e-03 8.463100000000000023e+01 5.461899999999999977e+01 4.964999999999999858e+00 8.983999999999999986e+00 3.531480646597049713e+02
9.479999999999999538e-01 2.370999999999999996e+00 2.432999999999999829e+00 5.809999999999999609e-01 5.909999999999999698e-01 9.836000000000000298e-01 2.570000000000000062e-02 2.103200000000000003e+01 2.382900000000000063e+01 4.841000000000000192e+00 1.175999999999999979e+01 2.144203769187892590e+02
7.099999999999999645e-01 1.082999999999999963e+00 1.667000000000000037e+00 5.550000000000000488e-01 9.160000000000000364e-01 6.056000000000000272e-01 1.409999999999999969e-02 1.110939999999999941e+02 2.572500000000000142e+01 4.400000000000000355e+00 3.008000000000000007e+00 2.646752961626503406e+02
3.240000000000000102e-01 1.141999999999999904e+00 3.737000000000000099e+00 9.709999999999999742e-01 1.223999999999999977e+00 7.932000000000000162e-01 1.310000000000000053e-02 2.238200000000000145e+01 2.151000000000000156e+01 5.068999999999999950e+00 1.434399999999999942e+01 2.283375747125485020e+02
2.449999999999999956e-01 5.160000000000000142e-01 2.709999999999999964e+00 1.199999999999999956e+00 2.048000000000000043e+00 5.859999999999999654e-01 8.099999999999999561e-03 2.861599999999999966e+01 6.493300000000000693e+01 3.888999999999999790e+00 3.345000000000000195e+00 2.916180674386597502e+02
2.020000000000000129e-01 6.199999999999999956e-01 7.059999999999999609e-01 9.489999999999999547e-01 1.002999999999999892e+00 9.453000000000000291e-01 1.669999999999999957e-02 2.302299999999999969e+01 6.919299999999999784e+01 4.221000000000000085e+00 3.689000000000000057e+00 2.275788030744553225e+02
1.700000000000000122e-01 1.663999999999999924e+00 1.860999999999999988e+00 1.481999999999999984e+00 1.499000000000000110e+00 9.888000000000000123e-01 1.359999999999999924e-02 3.186700000000000088e+01 2.892299999999999827e+01 3.717999999999999972e+00 6.448000000000000398e+00 2.460785178497129948e+02
1.759999999999999898e-01 1.100000000000000089e+00 2.053999999999999826e+00 1.479999999999999982e+00 1.602999999999999980e+00 9.229000000000000536e-01 1.250000000000000069e-02 3.601599999999999824e+01 2.609600000000000009e+01 3.446000000000000174e+00 3.837000000000000188e+00 2.541269736461697732e+02
7.369999999999999885e-01 1.951999999999999957e+00 1.969999999999999973e+00 9.679999999999999716e-01 9.729999999999999760e-01 9.945000000000000506e-01 1.760000000000000106e-02 2.176099999999999923e+01 2.355900000000000105e+01 4.075000000000000178e+00 4.626000000000000334e+00 2.626076401162171123e+02
7.289999999999999813e-01 1.506999999999999895e+00 1.695000000000000062e+00 1.429999999999999938e+00 1.576000000000000068e+00 9.078000000000000513e-01 1.250000000000000069e-02 1.234009999999999962e+02 4.686099999999999710e+01 4.847000000000000419e+00 3.387000000000000011e+00 3.492257926506150056e+02
8.239999999999999547e-01 2.708000000000000185e+00 3.928999999999999826e+00 1.036000000000000032e+00 1.173000000000000043e+00 8.830999999999999961e-01 1.439999999999999961e-02 2.775799999999999912e+01 2.757400000000000162e+01 3.926000000000000156e+00 3.455999999999999961e+00 2.611040100835033400e+02
4.179999999999999827e-01 1.243999999999999995e+00 1.570999999999999952e+00 1.774999999999999911e+00 1.955999999999999961e+00 9.075999999999999623e-01 1.140000000000000041e-02 3.373899999999999721e+01 3.279099999999999682e+01 3.527000000000000135e+00 7.551000000000000156e+00 3.257750173841380388e+02
4.749999999999999778e-01 1.120000000000000107e+00 1.576999999999999957e+00 1.526000000000000023e+00 1.840999999999999970e+00 8.290999999999999481e-01 1.089999999999999997e-02 3.863499999999999801e+01 3.111799999999999855e+01 1.144599999999999973e+01 6.006000000000000227e+00 3.270849980054626371e+02
6.919999999999999485e-01 1.405999999999999917e+00 1.518000000000000016e+00 6.320000000000000062e-01 6.760000000000000453e-01 9.345999999999999863e-01 2.230000000000000038e-02 1.484629999999999939e+02 4.564900000000000091e+01 3.009999999999999787e+00 7.408000000000000362e+00 2.325621240304366779e+02
9.040000000000000258e-01 1.913999999999999924e+00 2.345000000000000195e+00 9.320000000000000506e-01 1.082000000000000073e+00 8.617000000000000215e-01 1.490000000000000005e-02 8.185599999999999454e+01 2.220100000000000051e+01 3.387999999999999901e+00 4.511999999999999567e+00 2.872055379018384542e+02
2.819999999999999729e-01 6.750000000000000444e-01 1.086000000000000076e+00 5.729999999999999538e-01 7.249999999999999778e-01 7.903999999999999915e-01 1.930000000000000118e-02 2.522200000000000131e+01 2.250100000000000122e+01 6.581999999999999851e+00 7.514999999999999680e+00 1.926954638485651401e+02
4.069999999999999729e-01 1.743000000000000105e+00 2.033999999999999808e+00 1.294999999999999929e+00 1.348999999999999977e+00 9.599999999999999645e-01 1.409999999999999969e-02 2.099800000000000111e+01 2.006899999999999906e+01 5.084999999999999964e+00 8.176999999999999602e+00 2.591116111767615280e+02
5.939999999999999725e-01 1.616000000000000103e+00 2.565999999999999837e+00 1.614999999999999991e+00 1.949000000000000066e+00 8.286000000000000032e-01 1.060000000000000005e-02 2.553399999999999892e+01 3.114699999999999847e+01 1.491999999999999993e+01 1.218900000000000006e+01 3.283477588782794783e+02
3.150000000000000022e-01 1.161000000000000032e+00 1.207000000000000073e+00 9.789999999999999813e-01 9.929999999999999938e-01 9.862999999999999545e-01 1.720000000000000001e-02 2.275700000000000145e+01 5.517900000000000205e+01 4.820000000000000284e+00 3.608000000000000096e+00 2.270086079364801321e+02
4.259999999999999898e-01 8.139999999999999458e-01 1.088000000000000078e+00 4.129999999999999782e-01 5.250000000000000222e-01 7.868000000000000549e-01 2.549999999999999836e-02 2.531299999999999883e+01 3.470900000000000318e+01 5.225999999999999979e+00 7.190000000000000391e+00 1.851194313806094556e+02
8.379999999999999671e-01 1.179999999999999938e+00 2.644000000000000128e+00 8.940000000000000169e-01 2.073999999999999844e+00 4.310999999999999832e-01 6.799999999999999621e-03 3.559400000000000119e+01 2.489099999999999824e+01 4.123999999999999666e+00 4.615000000000000213e+00 3.738561437720089202e+02
4.640000000000000235e-01 1.887999999999999901e+00 2.217999999999999972e+00 7.700000000000000178e-01 8.060000000000000497e-01 9.557999999999999829e-01 1.959999999999999937e-02 5.717099999999999937e+01 7.172799999999999443e+01 3.148000000000000131e+00 5.432000000000000384e+00 2.034460777858640483e+02
9.629999999999999671e-01 1.804999999999999938e+00 2.123000000000000220e+00 5.989999999999999769e-01 6.999999999999999556e-01 8.561999999999999611e-01 2.069999999999999965e-02 2.577299999999999969e+01 2.531200000000000117e+01 7.987000000000000099e+00 3.887000000000000011e+00 2.469639610002759014e+02
4.450000000000000067e-01 1.772999999999999909e+00 2.188000000000000167e+00 1.080000000000000071e+00 1.145000000000000018e+00 9.427999999999999714e-01 1.529999999999999936e-02 2.288800000000000168e+01 5.760900000000000176e+01 4.551000000000000156e+00 9.593999999999999417e+00 2.409203549037267464e+02
1.920000000000000040e-01 7.439999999999999947e-01 1.092999999999999972e+00 9.549999999999999600e-01 1.058000000000000052e+00 9.024999999999999689e-01 1.559999999999999928e-02 4.021600000000000108e+01 2.315700000000000003e+01 5.610000000000000320e+00 6.517999999999999794e+00 2.174403528210104923e+02
1.900000000000000022e-01 4.620000000000000218e-01 5.300000000000000266e-01 7.099999999999999645e-01 7.720000000000000195e-01 9.186999999999999611e-01 1.980000000000000163e-02 2.989300000000000068e+01 9.407599999999999341e+01 4.458000000000000185e+00 3.946000000000000174e+00 2.100700478314056454e+02
7.479999999999999982e-01 1.580999999999999961e+00 1.883000000000000007e+00 1.173999999999999932e+00 1.338999999999999968e+00 8.767000000000000348e-01 1.319999999999999993e-02 8.376800000000000068e+01 3.057400000000000162e+01 4.461000000000000298e+00 4.879999999999999893e+00 3.143042310646119404e+02
4.759999999999999787e-01 9.230000000000000426e-01 1.030000000000000027e+00 7.600000000000000089e-01 8.429999999999999716e-01 9.020000000000000240e-01 1.830000000000000029e-02 4.070199999999999818e+01 2.418199999999999861e+01 1.959499999999999886e+01 2.279400000000000048e+01 2.513559221325767226e+02
7.880000000000000338e-01 1.229999999999999982e+00 3.250999999999999890e+00 7.670000000000000151e-01 1.592000000000000082e+00 4.815999999999999726e-01 8.500000000000000611e-03 2.708500000000000085e+01 3.369800000000000040e+01 4.535000000000000142e+00 6.589999999999999858e+00 3.087501896787936175e+02
5.300000000000000266e-01 1.090000000000000080e+00 1.616999999999999993e+00 1.423000000000000043e+00 1.850000000000000089e+00 7.692999999999999838e-01 1.030000000000000013e-02 3.018499999999999872e+01 2.676300000000000168e+01 5.980999999999999872e+00 3.032000000000000028e+00 3.372921533957337488e+02
3.459999999999999742e-01 1.580999999999999961e+00 1.965000000000000080e+00 9.519999999999999574e-01 1.002000000000000002e+00 9.504000000000000226e-01 1.669999999999999957e-02 6.235399999999999920e+01 3.312199999999999989e+01 3.725999999999999979e+00 3.882000000000000117e+00 2.177114196100993411e+02
7.269999999999999796e-01 1.393999999999999906e+00 3.133000000000000007e+00 5.160000000000000142e-01 8.189999999999999503e-01 6.304999999999999494e-01 1.580000000000000154e-02 3.732200000000000273e+01 2.053399999999999892e+01 7.862000000000000099e+00 4.165000000000000036e+00 2.176683661528041398e+02
4.099999999999999756e-01 7.079999999999999627e-01 7.960000000000000409e-01 5.260000000000000231e-01 6.039999999999999813e-01 8.695000000000000506e-01 2.359999999999999945e-02 2.552899999999999991e+01 2.257000000000000028e+01 3.424999999999999822e+00 3.990000000000000213e+00 2.215440065492832389e+02
6.380000000000000115e-01 1.084999999999999964e+00 1.366999999999999993e+00 8.880000000000000115e-01 1.145000000000000018e+00 7.762000000000000011e-01 1.349999999999999985e-02 2.622400000000000020e+01 8.124099999999999966e+01 3.197999999999999954e+00 3.237000000000000099e+00 3.026775515894962609e+02
6.490000000000000213e-01 1.425999999999999934e+00 2.056000000000000050e+00 8.379999999999999671e-01 1.046999999999999931e+00 8.011000000000000343e-01 1.460000000000000013e-02 2.377799999999999869e+01 2.164699999999999847e+01 1.654899999999999949e+01 3.158999999999999808e+00 2.567991179955221241e+02
4.069999999999999729e-01 1.110999999999999988e+00 2.112999999999999989e+00 1.258000000000000007e+00 1.588999999999999968e+00 7.915999999999999703e-01 1.129999999999999928e-02 2.128900000000000148e+01 2.049699999999999989e+01 5.796000000000000263e+00 3.041999999999999815e+00 2.800122231505536092e+02
5.939999999999999725e-01 9.869999999999999885e-01 1.439000000000000057e+00 1.326000000000000068e+00 1.941000000000000059e+00 6.831000000000000405e-01 9.299999999999999239e-03 4.651100000000000279e+01 2.897400000000000020e+01 4.277999999999999581e+00 8.805999999999999162e+00 3.732779487456751326e+02
6.670000000000000373e-01 1.116999999999999993e+00 2.233000000000000096e+00 6.229999999999999982e-01 1.070999999999999952e+00 5.817999999999999838e-01 1.230000000000000017e-02 2.796600000000000108e+01 2.115500000000000114e+01 1.646000000000000085e+01 3.065999999999999837e+00 2.576245136670201532e+02
2.730000000000000204e-01 1.784000000000000030e+00 3.454000000000000181e+00 1.195000000000000062e+00 1.292999999999999927e+00 9.240000000000000435e-01 1.400000000000000029e-02 5.302499999999999858e+01 2.767500000000000071e+01 3.196000000000000174e+00 8.887000000000000455e+00 2.315449712475171111e+02
5.070000000000000062e-01 1.471000000000000085e+00 1.495999999999999996e+00 4.979999999999999982e-01 5.020000000000000018e-01 9.915000000000000480e-01 2.980000000000000010e-02 4.080700000000000216e+01 2.033999999999999986e+01 3.854000000000000092e+00 3.265000000000000124e+00 1.764603506487279674e+02
4.799999999999999822e-01 8.750000000000000000e-01 1.300999999999999934e+00 1.622000000000000108e+00 2.250999999999999890e+00 7.205000000000000293e-01 8.999999999999999320e-03 5.371999999999999886e+01 9.009499999999999886e+01 3.140000000000000124e+00 3.023000000000000131e+00 3.804087585805061167e+02
6.620000000000000329e-01 8.800000000000000044e-01 1.316000000000000059e+00 3.280000000000000138e-01 6.530000000000000249e-01 5.018000000000000238e-01 1.779999999999999985e-02 6.305400000000000205e+01 2.037699999999999889e+01 2.102199999999999847e+01 5.746000000000000441e+00 2.376128962060889478e+02
1.332000000000000073e+00 3.535000000000000142e+00 3.975999999999999979e+00 1.304000000000000048e+00 1.391000000000000014e+00 9.375000000000000000e-01 1.359999999999999924e-02 2.817800000000000082e+01 4.661899999999999977e+01 1.208699999999999974e+01 2.934900000000000020e+01 3.337447889827598715e+02
3.019999999999999907e-01 2.201999999999999957e+00 2.362999999999999989e+00 2.027000000000000135e+00 2.048000000000000043e+00 9.899000000000000021e-01 1.200000000000000025e-02 6.856000000000000227e+01 5.565400000000000347e+01 7.684999999999999609e+00 1.371899999999999942e+01 3.005280905173439692e+02
4.369999999999999996e-01 1.106000000000000094e+00 1.270000000000000018e+00 6.370000000000000107e-01 6.899999999999999467e-01 9.240000000000000435e-01 2.179999999999999993e-02 4.129200000000000159e+01 4.530400000000000205e+01 6.769999999999999574e+00 5.102999999999999758e+00 2.049214672825516743e+02
